nom_humed,comuna,tipo,z_score,anomaly_pct,elev_m,slope_deg,flow_acc,twi,twi_norm,expo_met,expo_topo,expo_comp
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,3026.3,18.65,2,7.71,0.109,0.745,0.109,0.427
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2977.6,10.16,8,9.44,0.302,0.745,0.302,0.524
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,3026.3,18.65,2,7.71,0.109,0.745,0.109,0.427
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,3098.7,80.74,1,4.4,0.0,0.745,0.0,0.372
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,3088.9,83.47,1,4.05,0.0,0.745,0.0,0.372
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,3098.7,80.74,1,4.4,0.0,0.745,0.0,0.372
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,3098.7,80.74,1,4.4,0.0,0.745,0.0,0.372
Sin información,Petorca,Humedal no asociado a límite urbano,5.36,528.7,2985.7,10.89,1,7.86,0.126,0.893,0.126,0.51
Sin información,Petorca,Humedal no asociado a límite urbano,5.36,528.7,2979.4,12.33,1,7.74,0.112,0.893,0.112,0.503
Sin información,Petorca,Humedal no asociado a límite urbano,5.36,528.7,2835.0,5.33,66,12.1,0.599,0.893,0.599,0.746
Sin información,Petorca,Humedal no asociado a límite urbano,5.36,528.7,2963.0,6.99,6,9.57,0.317,0.893,0.317,0.605
Sin información,Petorca,Humedal no asociado a límite urbano,5.36,528.7,3038.1,12.19,3,8.44,0.191,0.893,0.191,0.542
Sin información,Petorca,Humedal no asociado a límite urbano,5.36,528.7,2619.2,18.14,20,9.68,0.329,0.893,0.329,0.611
Sin información,Petorca,Humedal no asociado a límite urbano,5.81,603.7,2961.6,18.28,6,8.58,0.206,0.968,0.206,0.587
Sin información,Petorca,Humedal no asociado a límite urbano,5.81,603.7,3020.7,80.44,1,4.43,0.0,0.968,0.0,0.484
Sin información,Petorca,Humedal no asociado a límite urbano,5.81,603.7,2447.2,19.17,2,7.68,0.106,0.968,0.106,0.537
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2478.8,19.61,3,7.94,0.135,0.567,0.135,0.351
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2485.7,20.86,1,7.18,0.05,0.567,0.05,0.308
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2672.9,12.11,4,8.67,0.216,0.567,0.216,0.391
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2576.3,14.64,18,9.81,0.344,0.567,0.344,0.455
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2469.3,22.91,2,7.48,0.084,0.567,0.084,0.325
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2879.6,14.74,47,10.73,0.446,0.567,0.446,0.506
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2968.6,10.3,13,9.87,0.35,0.567,0.35,0.458
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2799.8,16.56,3,8.12,0.155,0.567,0.155,0.361
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2884.4,12.21,2,8.15,0.158,0.567,0.158,0.362
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2987.7,11.63,9,9.4,0.299,0.567,0.299,0.433
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2794.4,10.65,4,8.8,0.231,0.567,0.231,0.399
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2973.5,10.72,2,8.28,0.173,0.567,0.173,0.37
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2895.3,9.81,1,7.97,0.138,0.567,0.138,0.352
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2805.6,9.61,41,11.03,0.481,0.567,0.481,0.524
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2942.5,16.53,3,8.12,0.155,0.567,0.155,0.361
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2474.5,20.76,1,7.18,0.051,0.567,0.051,0.309
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2442.2,14.19,37,10.53,0.425,0.567,0.425,0.496
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2538.2,17.87,2,7.75,0.114,0.567,0.114,0.34
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2678.7,29.87,4,7.69,0.107,0.567,0.107,0.337
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2763.1,28.38,9,8.44,0.191,0.567,0.191,0.379
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2717.8,32.06,3,7.38,0.072,0.567,0.072,0.319
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2894.9,31.54,3,7.4,0.074,0.567,0.074,0.32
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3016.6,14.22,111,11.61,0.545,0.535,0.545,0.54
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,2512.7,7.13,3826,15.85,1.0,0.535,1.0,0.768
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3491.7,8.08,83,11.91,0.578,0.535,0.578,0.556
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,2562.5,2.82,3767,16.77,1.0,0.535,1.0,0.768
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,2610.6,23.71,12,8.91,0.243,0.535,0.243,0.389
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,2733.3,30.62,3,7.43,0.078,0.535,0.078,0.306
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,2557.1,7.46,3735,15.78,1.0,0.535,1.0,0.768
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,2557.1,7.46,3735,15.78,1.0,0.535,1.0,0.768
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,2588.3,14.03,4,8.52,0.199,0.535,0.199,0.367
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,2577.7,5.14,3527,16.1,1.0,0.535,1.0,0.768
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3313.4,8.91,330,13.18,0.72,0.572,0.72,0.646
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3250.9,14.36,60,11.0,0.476,0.572,0.476,0.524
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3269.2,6.53,652,14.17,0.831,0.572,0.831,0.701
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3405.8,28.18,1,6.84,0.012,0.572,0.012,0.292
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3248.5,19.56,16,9.39,0.297,0.572,0.297,0.434
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3181.6,2.48,825,15.38,0.965,0.572,0.965,0.768
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3234.4,22.64,4,8.01,0.142,0.572,0.142,0.357
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3126.1,7.96,888,14.28,0.843,0.572,0.843,0.707
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3173.5,24.06,3,7.71,0.11,0.572,0.11,0.341
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3130.3,9.95,4,8.87,0.239,0.572,0.239,0.405
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3393.0,13.44,112,11.68,0.553,0.572,0.553,0.562
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3498.8,4.37,75,12.42,0.636,0.572,0.636,0.604
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3007.7,8.57,388,13.38,0.742,0.572,0.742,0.657
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3053.1,19.35,3,7.95,0.137,0.572,0.137,0.354
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3325.8,13.16,25,10.23,0.391,0.572,0.391,0.481
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,2874.0,12.16,443,13.15,0.717,0.572,0.717,0.644
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3037.7,28.27,3,7.53,0.089,0.572,0.089,0.33
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,2957.2,9.31,437,13.41,0.746,0.605,0.746,0.676
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,3219.1,18.42,14,9.33,0.29,0.605,0.29,0.448
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,3279.4,14.04,6,8.85,0.237,0.605,0.237,0.421
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,3279.6,6.5,319,13.46,0.752,0.605,0.752,0.678
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,3306.8,8.48,303,13.14,0.716,0.605,0.716,0.66
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,3395.1,4.15,285,13.8,0.789,0.605,0.789,0.697
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,3528.3,11.95,4,8.68,0.218,0.605,0.218,0.412
Sin información,San Esteban,Humedal no asociado a límite urbano,3.4,332.8,2176.7,24.42,86,10.78,0.452,0.567,0.452,0.509
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,2877.5,21.3,47,10.33,0.402,0.535,0.402,0.468
Sin información,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,3255.5,10.56,29,10.6,0.432,0.535,0.432,0.484
Sin información,Putaendo,Humedal no asociado a límite urbano,3.43,350.6,3618.0,2.87,15,11.29,0.509,0.572,0.509,0.54
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,3165.3,26.46,3,7.61,0.098,0.605,0.098,0.352
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,3103.2,8.16,393,13.44,0.749,0.605,0.749,0.677
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,3652.5,17.32,6,8.63,0.212,0.605,0.212,0.408
Sin información,Putaendo,Humedal no asociado a límite urbano,3.63,373.0,3584.4,15.03,5,8.63,0.212,0.605,0.212,0.408
Sin información,Limache,Humedal no asociado a límite urbano,4.11,307.2,134.1,1.15,1,10.12,0.378,0.685,0.378,0.532
Sin información,Villa Alemana,Humedal no asociado a límite urbano,4.96,359.8,144.0,3.54,1,9.0,0.253,0.827,0.253,0.54
Sin información,Limache,Humedal no asociado a límite urbano,4.11,307.2,104.5,0.76,3,11.24,0.503,0.685,0.503,0.594
Sin información,Limache,Humedal no asociado a límite urbano,4.96,359.8,63.8,0.72,2,10.99,0.476,0.827,0.476,0.651
Estero Pelumpen y Granizo,Limache,Humedal asociado a límite urbano,4.96,359.8,59.4,0.92,1,10.34,0.403,0.827,0.403,0.615
Sin información,Quillota,Humedal no asociado a límite urbano,5.15,389.3,60.8,2.89,16,11.34,0.515,0.858,0.515,0.687
Sin información,Quintero,Humedal asociado a límite urbano,4.28,319.4,117.6,1.06,1,10.2,0.387,0.713,0.387,0.55
Sin información,Quillota,Humedal no asociado a límite urbano,5.15,389.3,86.0,1.05,1,10.21,0.389,0.858,0.389,0.624
Estero Mantagua,Quintero,Humedal asociado a límite urbano,4.28,319.4,13.1,0.71,2655,17.8,1.0,0.713,1.0,0.857
Estero Mantagua,Quintero,Humedal asociado a límite urbano,4.28,319.4,22.4,1.49,2,10.27,0.395,0.713,0.395,0.554
Estero Mantagua,Quintero,Humedal asociado a límite urbano,4.28,319.4,18.6,1.01,2650,17.44,1.0,0.713,1.0,0.857
Estero Mantagua,Quintero,Humedal asociado a límite urbano,4.28,319.4,23.1,1.03,2648,17.43,1.0,0.713,1.0,0.857
Sin información,Llaillay,Humedal no asociado a límite urbano,3.59,294.7,384.7,1.98,4,10.5,0.421,0.598,0.421,0.51
Estero Mantagua,Quintero,Humedal asociado a límite urbano,4.28,319.4,21.4,1.22,2646,17.25,1.0,0.713,1.0,0.857
Estero Mantagua,Quintero,Humedal asociado a límite urbano,4.28,319.4,21.4,1.22,2646,17.25,1.0,0.713,1.0,0.857
Sin información,Hijuelas,Humedal no asociado a límite urbano,3.79,308.7,295.5,0.4,88012,21.87,1.0,0.632,1.0,0.816
Sector Estero Mala Cara 6,Quintero,Humedal asociado a límite urbano,4.28,319.4,17.2,5.61,5,9.63,0.324,0.713,0.324,0.519
Sin información,Hijuelas,Humedal no asociado a límite urbano,3.79,308.7,365.5,4.61,1,8.73,0.223,0.632,0.223,0.427
Sin información,Quintero,Humedal no asociado a límite urbano,5.33,412.1,20.9,0.42,1978,18.03,1.0,0.888,1.0,0.944
Sin información,Panquehue,Humedal no asociado a límite urbano,3.19,262.3,493.8,2.53,1,9.33,0.291,0.532,0.291,0.411
Sin información,Panquehue,Humedal no asociado a límite urbano,3.16,268.7,515.8,0.6,17,12.98,0.697,0.527,0.697,0.612
Sin información,Catemu,Humedal no asociado a límite urbano,3.16,268.7,484.1,0.48,13,12.94,0.694,0.527,0.694,0.61
Sin información,Panquehue,Humedal no asociado a límite urbano,3.35,278.2,529.9,0.61,39,13.75,0.784,0.558,0.784,0.671
Sin información,Puchuncaví,Humedal no asociado a límite urbano,5.19,415.5,15.7,0.6,41,13.81,0.791,0.865,0.791,0.828
Sin información,Puchuncaví,Humedal no asociado a límite urbano,5.19,415.5,16.0,0.49,26,13.59,0.765,0.865,0.765,0.815
Sin información,Puchuncaví,Humedal no asociado a límite urbano,5.19,415.5,16.7,0.77,1,10.53,0.424,0.865,0.424,0.645
Estero Puchuncavi - Campiche,Puchuncaví,Humedal asociado a límite urbano,5.19,415.5,11.8,1.96,2,9.99,0.364,0.865,0.364,0.614
Sin información,Puchuncaví,Humedal no asociado a límite urbano,5.19,415.5,13.5,0.31,4,12.36,0.628,0.865,0.628,0.746
Sin información,Panquehue,Humedal asociado a límite urbano,3.35,278.2,599.3,0.5,10090,19.49,1.0,0.558,1.0,0.779
Sin información,Cabildo,Humedal no asociado a límite urbano,3.22,281.1,294.7,1.11,13,12.1,0.6,0.537,0.6,0.568
Sin información,Cabildo,Humedal no asociado a límite urbano,3.22,281.1,301.3,12.91,2,8.09,0.152,0.537,0.152,0.344
Sin información,Papudo,Humedal no asociado a límite urbano,6.49,567.4,58.2,3.3,1,9.07,0.261,1.0,0.261,0.631
Sin información,La Ligua,Humedal no asociado a límite urbano,4.51,397.2,143.8,7.81,2,8.61,0.209,0.752,0.209,0.48
Sin información,Cabildo,Humedal no asociado a límite urbano,4.12,379.8,692.0,6.96,5914,16.31,1.0,0.687,1.0,0.843
Sin información,Cabildo,Humedal no asociado a límite urbano,4.12,379.8,842.3,18.04,3,8.03,0.145,0.687,0.145,0.416
Sin información,Petorca,Humedal no asociado a límite urbano,3.84,363.9,692.9,1.59,5032,17.63,1.0,0.64,1.0,0.82
Sin información,Petorca,Humedal no asociado a límite urbano,3.84,363.9,708.3,2.02,2,9.97,0.361,0.64,0.361,0.5
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2532.9,21.1,2,7.57,0.094,0.745,0.094,0.42
Sin información,Petorca,Humedal no asociado a límite urbano,4.47,431.0,2673.7,22.9,2,7.48,0.084,0.745,0.084,0.414
Sin información,Petorca,Humedal no asociado a límite urbano,5.36,528.7,2687.3,19.71,4,8.16,0.159,0.893,0.159,0.526
Sin información,Petorca,Humedal no asociado a límite urbano,5.36,528.7,2700.7,3.52,142,13.27,0.73,0.893,0.73,0.812
Sin información,Petorca,Humedal no asociado a límite urbano,5.36,528.7,2658.4,23.05,3,7.76,0.115,0.893,0.115,0.504
Sin información,Petorca,Humedal no asociado a límite urbano,5.36,528.7,2822.7,21.55,8,8.65,0.214,0.893,0.214,0.554
Estero Mala Cara,Quintero,Humedal asociado a límite urbano,4.28,319.4,10.3,2.12,12,11.38,0.52,0.713,0.52,0.617
"Esteros Vina del Mar, Quilpue y trib",Villa Alemana,Humedal asociado a límite urbano,5.35,380.7,181.3,3.04,2,9.56,0.315,0.892,0.315,0.603
"Esteros Vina del Mar, Quilpue y trib",Quilpué,Humedal asociado a límite urbano,4.91,342.5,99.7,1.57,1339,16.32,1.0,0.818,1.0,0.909
"Esteros Vina del Mar, Quilpue y trib",Quilpué,Humedal asociado a límite urbano,5.87,409.9,209.7,1.44,40,12.92,0.691,0.978,0.691,0.835
"Esteros Vina del Mar, Quilpue y trib",Quilpué,Humedal asociado a límite urbano,7.15,496.7,70.4,9.12,1,8.04,0.147,1.0,0.147,0.574
"Esteros Vina del Mar, Quilpue y trib",Quilpué,Humedal asociado a límite urbano,7.15,496.7,37.7,3.17,6243,17.16,1.0,1.0,1.0,1.0
"Esteros Vina del Mar, Quilpue y trib",Viña del Mar,Humedal asociado a límite urbano,7.15,496.7,50.8,6.01,23,10.95,0.471,1.0,0.471,0.736
"Esteros Vina del Mar, Quilpue y trib",Viña del Mar,Humedal asociado a límite urbano,7.15,496.7,41.0,6.01,6211,16.51,1.0,1.0,1.0,1.0
"Esteros Vina del Mar, Quilpue y trib",Viña del Mar,Humedal asociado a límite urbano,4.91,342.5,39.6,6.79,2,8.75,0.225,0.818,0.225,0.522
"Esteros Vina del Mar, Quilpue y trib",Villa Alemana,Humedal asociado a límite urbano,5.9,416.7,148.6,0.87,11,12.19,0.609,0.983,0.609,0.796
Embalse sector Quebrada Los Coiles,San Antonio,Humedal no asociado a límite urbano,3.47,250.1,225.3,5.48,232,13.32,0.735,0.578,0.735,0.657
Sin información,Santo Domingo,Humedal no asociado a límite urbano,3.56,227.3,30.1,5.67,2,8.93,0.246,0.593,0.246,0.42
Sin información,Santo Domingo,Humedal no asociado a límite urbano,3.63,228.2,75.0,9.68,1,7.98,0.14,0.605,0.14,0.372
Sin información,Santo Domingo,Humedal no asociado a límite urbano,3.63,228.2,,13.49,4,,,0.605,,
Sin información,Santo Domingo,Humedal no asociado a límite urbano,3.63,228.2,77.5,14.33,1,7.58,0.095,0.605,0.095,0.35
Sin información,Santo Domingo,Humedal no asociado a límite urbano,3.63,228.2,66.1,14.83,2,7.95,0.136,0.605,0.136,0.37
Sin información,Santo Domingo,Humedal no asociado a límite urbano,3.63,228.2,75.0,9.68,1,7.98,0.14,0.605,0.14,0.372
Sin información,San Antonio,Humedal no asociado a límite urbano,3.1,217.3,,6.55,6,,,0.517,,
Sin información,San Antonio,Humedal no asociado a límite urbano,3.51,235.3,,5.98,4,,,0.585,,
Sin información,San Antonio,Humedal no asociado a límite urbano,3.1,217.3,45.4,11.14,3,8.53,0.201,0.517,0.201,0.359
Sin información,San Antonio,Humedal no asociado a límite urbano,3.1,217.3,55.7,0.82,5,11.56,0.54,0.517,0.54,0.528
Sin información,San Antonio,Humedal no asociado a límite urbano,3.1,217.3,79.9,16.99,1,7.4,0.075,0.517,0.075,0.296
Sin información,San Antonio,Humedal no asociado a límite urbano,3.1,217.3,72.4,9.21,1,8.03,0.145,0.517,0.145,0.331
Sin información,Santo Domingo,Humedal no asociado a límite urbano,3.51,230.7,18.4,1.5,314,14.92,0.914,0.585,0.914,0.75
Sin información,Santo Domingo,Humedal no asociado a límite urbano,3.51,230.7,46.4,4.74,3,9.4,0.298,0.585,0.298,0.442
Sin información,Santo Domingo,Humedal no asociado a límite urbano,3.51,230.7,41.7,4.9,2,9.08,0.262,0.585,0.262,0.424
Sin información,San Antonio,Humedal no asociado a límite urbano,3.51,235.3,240.7,3.73,1,8.94,0.247,0.585,0.247,0.416
Sin información,Cartagena,Humedal no asociado a límite urbano,3.91,281.5,164.1,0.52,676,16.75,1.0,0.652,1.0,0.826
Sin información,Casablanca,Humedal no asociado a límite urbano,4.8,348.9,313.2,0.65,1,10.7,0.443,0.8,0.443,0.621
Sin información,Casablanca,Humedal no asociado a límite urbano,4.8,348.9,349.4,3.85,224,13.64,0.771,0.8,0.771,0.786
Sin información,Quilpué,Humedal no asociado a límite urbano,4.04,305.3,366.1,39.21,4,7.33,0.067,0.673,0.067,0.37
Sin información,Quilpué,Humedal no asociado a límite urbano,5.07,360.9,314.1,5.4,9,10.18,0.385,0.845,0.385,0.615
Sin información,Valparaíso,Humedal no asociado a límite urbano,6.78,466.8,348.2,0.33,1,11.38,0.519,1.0,0.519,0.76
Sin información,Quilpué,Humedal no asociado a límite urbano,5.35,380.7,173.4,0.87,1913,17.26,1.0,0.892,1.0,0.946
Sin información,Limache,Humedal no asociado a límite urbano,5.9,416.7,71.5,0.43,12,12.97,0.697,0.983,0.697,0.84
Sin información,Quillota,Humedal no asociado a límite urbano,5.15,389.3,124.8,5.46,2,8.97,0.25,0.858,0.25,0.554
Sin información,Quillota,Humedal no asociado a límite urbano,5.15,389.3,58.1,0.19,60,15.32,0.959,0.858,0.959,0.909
Sin información,Limache,Humedal no asociado a límite urbano,5.59,411.6,34.2,6.71,6,9.61,0.321,0.932,0.321,0.626
Sin información,Limache,Humedal no asociado a límite urbano,5.59,411.6,54.3,7.86,21,10.59,0.431,0.932,0.431,0.681
Sin información,Concón,Humedal no asociado a límite urbano,5.59,411.6,24.7,3.48,95,12.89,0.687,0.932,0.687,0.809
Sin información,Concón,Humedal no asociado a límite urbano,5.59,411.6,28.1,3.39,16,11.18,0.497,0.932,0.497,0.714
Sin información,Concón,Humedal no asociado a límite urbano,5.59,411.6,42.5,4.17,23,11.32,0.512,0.932,0.512,0.722
Sin información,Concón,Humedal no asociado a límite urbano,5.59,411.6,42.5,4.17,23,11.32,0.512,0.932,0.512,0.722
Sin información,Concón,Humedal no asociado a límite urbano,5.59,411.6,54.3,7.86,21,10.59,0.431,0.932,0.431,0.681
Sin información,Quillota,Humedal no asociado a límite urbano,5.15,389.3,68.2,0.23,48,14.93,0.915,0.858,0.915,0.887
Sin información,Llaillay,Humedal no asociado a límite urbano,3.02,242.7,867.9,7.9,25,10.75,0.449,0.503,0.449,0.476
Sin información,Quillota,Humedal no asociado a límite urbano,5.15,389.3,67.5,1.29,100831,20.83,1.0,0.858,1.0,0.929
Sin información,Quillota,Humedal no asociado a límite urbano,4.59,363.5,133.5,5.73,1,8.51,0.199,0.765,0.199,0.482
Sin información,Panquehue,Humedal no asociado a límite urbano,3.19,262.3,476.3,0.33,26,13.97,0.808,0.532,0.808,0.67
Estero Pucalan,Nogales,Humedal asociado a límite urbano,4.38,362.9,227.7,0.85,326,15.53,0.982,0.73,0.982,0.856
Sin información,Nogales,Humedal no asociado a límite urbano,4.38,362.9,329.3,1.5,1074,16.14,1.0,0.73,1.0,0.865
Sin información,Cabildo,Humedal no asociado a límite urbano,3.88,346.2,204.7,5.27,1,8.6,0.208,0.647,0.208,0.427
Rio Petorca- Rio La Ligua,Cabildo,Humedal no asociado a límite urbano,4.12,379.8,1014.6,10.26,8,9.43,0.301,0.687,0.301,0.494
Rio Petorca- Rio La Ligua,La Ligua,Humedal asociado a límite urbano,4.44,380.0,131.9,1.96,8,11.09,0.487,0.74,0.487,0.614
Rio Petorca- Rio La Ligua,Cabildo,Humedal asociado a límite urbano,4.01,348.4,141.9,2.3,4,10.35,0.404,0.668,0.404,0.536
Rio Petorca- Rio La Ligua,La Ligua,Humedal asociado a límite urbano,4.44,380.0,38.1,1.57,27720,19.35,1.0,0.74,1.0,0.87
Rio Petorca- Rio La Ligua,La Ligua,Humedal asociado a límite urbano,6.21,524.3,16.0,0.46,1,11.04,0.481,1.0,0.481,0.74
Rio Petorca- Rio La Ligua,La Ligua,Humedal asociado a límite urbano,6.21,524.3,15.8,0.33,103,15.32,0.959,1.0,0.959,0.98
Rio Petorca- Rio La Ligua,Papudo,Humedal asociado a límite urbano,5.95,496.8,11.1,0.14,12,14.1,0.823,0.992,0.823,0.907
Rio Petorca- Rio La Ligua,Cabildo,Humedal no asociado a límite urbano,3.22,281.1,351.1,1.4,6036,17.94,1.0,0.537,1.0,0.768
Rio Petorca- Rio La Ligua,Petorca,Humedal no asociado a límite urbano,5.36,528.7,818.6,2.28,3156,16.8,1.0,0.893,1.0,0.947
Rio Petorca- Rio La Ligua,Petorca,Humedal no asociado a límite urbano,4.22,398.8,566.4,12.9,4106,15.32,0.959,0.703,0.959,0.831
Rio Petorca- Rio La Ligua,Petorca,Humedal no asociado a límite urbano,3.84,363.9,668.7,1.8,2,10.08,0.374,0.64,0.374,0.507
Rio Petorca- Rio La Ligua,La Ligua,Humedal asociado a límite urbano,4.51,397.2,141.9,0.66,24653,20.11,1.0,0.752,1.0,0.876
Rio Petorca- Rio La Ligua,Cabildo,Humedal asociado a límite urbano,3.88,346.2,219.8,0.51,23788,20.32,1.0,0.647,1.0,0.823
Rio Petorca- Rio La Ligua,Petorca,Humedal asociado a límite urbano,3.88,346.2,263.3,0.42,23356,20.5,1.0,0.647,1.0,0.823
Rio Petorca- Rio La Ligua,Petorca,Humedal asociado a límite urbano,4.06,374.7,457.2,4.02,13994,17.72,1.0,0.677,1.0,0.838
Sist. Rio Aconcagua y trib,San Esteban,Humedal no asociado a límite urbano,3.21,319.0,2442.3,1.67,4118,17.38,1.0,0.535,1.0,0.768
Sist. Rio Aconcagua y trib,San Felipe,Humedal asociado a límite urbano,3.35,278.2,634.4,5.04,2,9.05,0.259,0.558,0.259,0.409
Sist. Rio Aconcagua y trib,Putaendo,Humedal asociado a límite urbano,3.2,273.0,822.6,1.23,17052,19.11,1.0,0.533,1.0,0.767
Sist. Rio Aconcagua y trib,San Felipe,Humedal no asociado a límite urbano,3.35,278.2,623.3,1.26,2341,17.1,1.0,0.558,1.0,0.779
Sist. Rio Aconcagua y trib,Putaendo,Humedal no asociado a límite urbano,3.2,273.0,802.7,6.69,2,8.76,0.227,0.533,0.227,0.38
Sist. Rio Aconcagua y trib,Putaendo,Humedal no asociado a límite urbano,3.2,273.0,803.0,2.87,3,9.9,0.354,0.533,0.354,0.444
Sist. Rio Aconcagua y trib,Putaendo,Humedal no asociado a límite urbano,3.2,273.0,802.7,6.69,2,8.76,0.227,0.533,0.227,0.38
Sist. Rio Aconcagua y trib,Putaendo,Humedal no asociado a límite urbano,3.2,273.0,804.6,10.91,6,9.11,0.266,0.533,0.266,0.4
Sist. Rio Aconcagua y trib,Putaendo,Humedal no asociado a límite urbano,3.2,273.0,741.4,1.11,1767,16.94,1.0,0.533,1.0,0.767
Sist. Rio Aconcagua y trib,Putaendo,Humedal no asociado a límite urbano,3.2,273.0,723.8,2.07,281,14.48,0.866,0.533,0.866,0.7
Sist. Rio Aconcagua y trib,Putaendo,Humedal no asociado a límite urbano,3.2,273.0,723.8,2.07,281,14.48,0.866,0.533,0.866,0.7
Sist. Rio Aconcagua y trib,Putaendo,Humedal no asociado a límite urbano,3.2,273.0,716.2,1.39,283,14.89,0.911,0.533,0.911,0.722
Sist. Rio Aconcagua y trib,San Felipe,Humedal no asociado a límite urbano,3.35,278.2,617.5,1.21,2345,17.14,1.0,0.558,1.0,0.779
Sist. Rio Aconcagua y trib,Putaendo,Humedal no asociado a límite urbano,3.2,273.0,687.0,1.72,2255,16.75,1.0,0.533,1.0,0.767
Sist. Rio Aconcagua y trib,San Esteban,Humedal asociado a límite urbano,4.02,395.8,2063.7,5.49,1506,15.18,0.944,0.67,0.944,0.807
Sist. Rio Aconcagua y trib,San Felipe,Humedal asociado a límite urbano,3.35,278.2,599.3,0.5,10090,19.49,1.0,0.558,1.0,0.779
Sist. Rio Aconcagua y trib,San Felipe,Humedal asociado a límite urbano,3.35,278.2,618.4,1.37,42010,19.9,1.0,0.558,1.0,0.779
