nom_humed,comuna,pctl_empirico,expo_met,twi,acc_topo,expo_suelo,prox_drenaje,susc_acumulacion,prioridad_inundacion,clase_prioridad,suelo_fuente,cuenca
Sin información,Los Andes,75.0,0.5,0.265,0.0,0.461,1.0,0.432,0.216,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.228,0.0,0.461,0.916,0.401,0.201,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.328,0.129,0.461,1.0,0.48,0.24,Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.375,0.0,0.461,0.992,0.457,0.314,Moderada,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.932,0.0,0.461,1.0,0.598,0.412,Muy Alta,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.204,0.0,0.461,0.984,0.412,0.206,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.231,0.0,0.461,1.0,0.423,0.212,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.606,0.0,0.461,0.928,0.499,0.249,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.268,0.0,0.461,1.0,0.432,0.216,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.345,0.0,0.461,0.899,0.426,0.213,Muy Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.265,0.319,0.461,0.987,0.508,0.35,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.328,0.195,0.461,0.695,0.42,0.289,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.684,0.0,0.461,0.673,0.454,0.227,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.974,0.0,0.461,0.815,0.562,0.281,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.185,0.0,0.461,0.755,0.35,0.175,Muy Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.311,0.0,0.461,0.744,0.379,0.261,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.405,1.0,0.461,0.437,0.576,0.396,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.39,0.0,0.461,0.763,0.403,0.202,Muy Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.295,0.0,0.461,0.801,0.389,0.268,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.09,0.0,0.461,0.889,0.36,0.18,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.944,0.0,0.461,0.307,0.428,0.294,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.914,0.53,0.461,0.656,0.64,0.32,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.267,0.0,0.461,0.894,0.406,0.203,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.368,0.0,0.461,0.77,0.4,0.2,Muy Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.445,0.0,0.461,0.886,0.448,0.308,Moderada,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.286,0.0,0.461,0.92,0.417,0.287,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.513,0.0,0.461,0.923,0.474,0.237,Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.061,0.263,0.461,0.839,0.406,0.279,Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.15,0.0,0.461,0.977,0.397,0.273,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.752,0.0,0.461,0.792,0.501,0.251,Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.157,0.072,0.461,0.87,0.39,0.268,Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.751,0.0,0.461,1.0,0.553,0.38,Alta,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.303,0.0,0.461,0.955,0.43,0.296,Moderada,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.768,0.0,0.461,1.0,0.557,0.383,Alta,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.101,0.0,0.461,0.926,0.372,0.256,Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.103,0.356,0.461,0.822,0.436,0.3,Moderada,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.054,0.32,0.461,1.0,0.459,0.316,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.181,0.159,0.461,0.841,0.41,0.205,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.337,0.0,0.461,1.0,0.45,0.225,Muy Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.277,0.296,0.461,0.997,0.508,0.349,Alta,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.429,0.0,0.461,1.0,0.473,0.325,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.221,0.0,0.461,1.0,0.42,0.21,Muy Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.066,0.0,0.461,1.0,0.382,0.263,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.392,0.0,0.461,1.0,0.463,0.232,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.234,0.209,0.461,0.86,0.441,0.22,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.232,0.0,0.461,1.0,0.423,0.212,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.248,0.0,0.461,1.0,0.427,0.214,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.324,0.0,0.461,1.0,0.446,0.223,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.444,0.0,0.461,1.0,0.476,0.238,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.619,0.0,0.461,1.0,0.52,0.26,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.806,0.0,0.461,1.0,0.567,0.283,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.303,0.3,0.461,0.994,0.514,0.257,Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.213,0.0,0.461,0.856,0.382,0.263,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.239,0.096,0.461,0.9,0.424,0.212,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.257,0.0,0.461,1.0,0.43,0.215,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.03,0.192,0.461,0.994,0.419,0.21,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.816,0.0,0.461,1.0,0.569,0.285,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.249,0.0,0.461,0.987,0.424,0.212,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.866,0.0,0.461,1.0,0.582,0.291,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.289,0.0,0.461,0.981,0.433,0.216,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.218,0.123,0.461,0.825,0.407,0.203,Muy Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.276,0.0,0.461,1.0,0.434,0.299,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,1.0,0.0,0.461,1.0,0.615,0.308,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.462,0.0,0.461,1.0,0.481,0.24,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,1.0,0.0,0.461,1.0,0.615,0.308,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.499,0.143,0.461,0.894,0.499,0.25,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.192,0.087,0.461,0.932,0.418,0.209,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,1.0,0.0,0.461,1.0,0.615,0.308,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.285,0.149,0.461,0.972,0.467,0.233,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,1.0,0.0,0.461,1.0,0.615,0.308,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.869,0.498,0.461,1.0,0.707,0.354,Alta,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.176,0.016,0.461,0.837,0.372,0.256,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.473,0.0,0.461,0.697,0.408,0.204,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.238,0.05,0.461,0.805,0.388,0.194,Muy Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.24,0.348,0.461,0.991,0.51,0.351,Alta,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.751,0.0,0.461,0.956,0.542,0.373,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.157,0.009,0.461,0.901,0.382,0.191,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.77,0.0,0.461,1.0,0.558,0.279,Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.303,0.0,0.461,0.908,0.418,0.288,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.143,0.0,0.461,0.998,0.4,0.2,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.251,0.0,0.461,0.686,0.35,0.175,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.342,0.0,0.461,1.0,0.451,0.31,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.276,0.0,0.461,1.0,0.434,0.217,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,1.0,0.0,0.461,1.0,0.615,0.308,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.509,0.0,0.461,0.822,0.448,0.224,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.691,0.662,0.461,0.522,0.584,0.292,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.254,0.0,0.461,0.345,0.265,0.132,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.123,0.0,0.461,0.841,0.356,0.178,Muy Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.689,0.0,0.461,0.95,0.525,0.361,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.0,0.0,0.461,0.628,0.272,0.136,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.489,0.0,0.461,1.0,0.488,0.244,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.285,0.0,0.461,1.0,0.436,0.218,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.169,0.0,0.461,0.296,0.231,0.116,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.321,0.0,0.461,0.816,0.399,0.2,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.384,0.0,0.461,0.902,0.437,0.3,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.51,0.0,0.461,0.691,0.416,0.208,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.075,0.376,0.461,0.889,0.45,0.225,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.038,0.47,0.461,0.658,0.407,0.203,Muy Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.371,0.0,0.461,0.762,0.398,0.274,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.112,0.0,0.461,0.922,0.374,0.187,Muy Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.942,0.0,0.461,1.0,0.601,0.413,Muy Alta,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.806,0.0,0.461,1.0,0.567,0.39,Alta,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.0,0.0,0.461,0.813,0.318,0.219,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.438,0.055,0.461,0.722,0.419,0.21,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.279,0.0,0.461,0.806,0.386,0.193,Muy Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.487,0.0,0.461,0.984,0.483,0.332,Alta,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.331,0.0,0.461,1.0,0.448,0.308,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.486,0.0,0.461,1.0,0.487,0.335,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.263,0.004,0.461,0.953,0.42,0.21,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.219,0.0,0.461,0.828,0.377,0.188,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,1.0,0.0,0.461,1.0,0.615,0.423,Muy Alta,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.405,0.0,0.461,0.955,0.455,0.313,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.319,0.0,0.461,0.627,0.352,0.176,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.163,0.005,0.461,0.634,0.316,0.158,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.725,0.0,0.461,0.498,0.421,0.21,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.287,0.228,0.461,0.821,0.449,0.309,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,1.0,0.0,0.461,1.0,0.615,0.423,Muy Alta,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,1.0,0.0,0.461,1.0,0.615,0.308,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.154,0.0,0.461,0.868,0.371,0.185,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.172,0.0,0.461,0.914,0.387,0.193,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.467,0.0,0.461,1.0,0.482,0.332,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.178,0.0,0.461,0.95,0.397,0.199,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.416,0.0,0.461,1.0,0.469,0.235,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.232,0.0,0.461,1.0,0.423,0.212,Muy Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.165,0.0,0.461,0.892,0.38,0.261,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.421,0.0,0.461,0.891,0.443,0.222,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,1.0,0.0,0.461,1.0,0.615,0.308,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.223,0.0,0.461,0.928,0.403,0.277,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.222,0.0,0.461,1.0,0.421,0.21,Muy Baja,FAO,Rio Aconcagua
Sist. Rio Aconcagua y trib,Calle Larga,84.4,0.688,0.089,0.337,0.461,0.981,0.467,0.321,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.539,0.0,0.461,1.0,0.5,0.25,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.276,0.0,0.461,0.858,0.399,0.199,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.346,0.0,0.461,1.0,0.452,0.311,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.253,0.113,0.461,1.0,0.457,0.228,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.037,0.029,0.461,0.924,0.363,0.181,Muy Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.219,0.0,0.461,1.0,0.42,0.289,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.123,0.0,0.461,1.0,0.396,0.198,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,1.0,0.0,0.461,1.0,0.615,0.423,Muy Alta,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.153,0.0,0.461,0.69,0.326,0.163,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.394,0.0,0.461,1.0,0.464,0.232,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.273,0.0,0.461,0.809,0.386,0.193,Muy Baja,FAO,Rio Aconcagua
Sin información,Calle Larga,84.4,0.688,0.363,0.0,0.461,0.579,0.351,0.241,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.572,0.0,0.461,0.476,0.377,0.189,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.03,0.0,0.461,0.602,0.273,0.137,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.16,0.13,0.461,0.862,0.403,0.202,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.351,0.0,0.461,1.0,0.453,0.226,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.66,0.0,0.461,0.86,0.495,0.248,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.432,0.0,0.461,0.946,0.46,0.23,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.274,0.0,0.461,0.967,0.426,0.213,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.412,0.0,0.461,0.775,0.412,0.283,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,1.0,0.0,0.461,1.0,0.615,0.308,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.594,0.0,0.461,0.882,0.484,0.333,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.163,0.0,0.461,0.667,0.323,0.222,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.386,0.0,0.461,0.742,0.397,0.199,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.398,0.0,0.461,1.0,0.465,0.232,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.112,0.0,0.461,0.749,0.33,0.227,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.137,0.0,0.461,0.849,0.362,0.249,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.419,0.0,0.461,1.0,0.47,0.235,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.56,0.0,0.461,1.0,0.505,0.253,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.629,0.0,0.461,0.758,0.462,0.318,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.152,0.0,0.461,0.836,0.362,0.249,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.618,0.0,0.461,0.819,0.474,0.326,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.068,0.0,0.461,0.996,0.381,0.191,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.769,0.0,0.461,0.987,0.554,0.381,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.25,0.0,0.461,0.831,0.386,0.193,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.123,0.0,0.461,0.985,0.392,0.196,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,1.0,0.0,0.461,1.0,0.615,0.308,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.531,0.0,0.461,1.0,0.498,0.249,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.088,0.0,0.461,0.587,0.284,0.142,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,84.4,0.688,0.192,0.0,0.461,1.0,0.413,0.284,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,68.8,0.376,0.178,0.011,0.461,0.715,0.341,0.128,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,68.8,0.376,0.245,0.0,0.461,0.729,0.359,0.135,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.044,0.69,0.461,0.85,0.511,0.287,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.096,0.0,0.461,0.921,0.37,0.208,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,68.8,0.376,0.521,0.0,0.461,0.931,0.478,0.18,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,68.8,0.376,0.193,0.0,0.461,0.98,0.408,0.154,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,68.8,0.376,0.18,0.0,0.461,0.719,0.34,0.128,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.0,0.351,0.461,0.993,0.451,0.254,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,68.8,0.376,0.329,0.0,0.461,0.959,0.437,0.164,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.075,0.0,0.461,0.691,0.307,0.172,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.03,0.0,0.461,1.0,0.373,0.209,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,68.8,0.376,0.435,0.0,0.461,1.0,0.474,0.178,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.232,0.046,0.461,0.728,0.367,0.206,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.26,0.0,0.461,0.627,0.337,0.189,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.102,0.0,0.461,0.762,0.331,0.186,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.087,0.0,0.461,0.79,0.334,0.188,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,68.8,0.376,0.542,0.0,0.461,1.0,0.501,0.188,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.582,0.0,0.461,0.661,0.426,0.239,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,68.8,0.376,0.565,0.0,0.461,0.851,0.469,0.176,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.167,0.0,0.461,0.878,0.376,0.212,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.047,0.0,0.461,0.616,0.281,0.158,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.011,0.0,0.461,0.906,0.344,0.194,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,68.8,0.376,0.192,0.0,0.461,1.0,0.413,0.155,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.147,0.0,0.461,0.555,0.291,0.163,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.049,0.0,0.461,0.741,0.313,0.176,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,68.8,0.376,1.0,0.0,0.461,1.0,0.615,0.231,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.765,0.0,0.461,1.0,0.556,0.313,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.637,0.0,0.461,0.907,0.501,0.282,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,68.8,0.376,0.161,0.0,0.461,1.0,0.406,0.152,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.078,0.003,0.461,0.695,0.309,0.174,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,68.8,0.376,0.438,0.0,0.461,0.92,0.455,0.171,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.269,0.0,0.461,0.906,0.409,0.23,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.261,0.0,0.461,1.0,0.43,0.242,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.069,0.285,0.461,1.0,0.454,0.255,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,68.8,0.376,0.173,0.0,0.461,0.811,0.361,0.136,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.124,0.0,0.461,0.411,0.249,0.14,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.402,0.0,0.461,1.0,0.466,0.262,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,68.8,0.376,0.007,0.0,0.461,0.692,0.29,0.109,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.494,0.0,0.461,0.764,0.43,0.242,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,68.8,0.376,0.191,0.0,0.461,0.631,0.321,0.121,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.276,0.0,0.461,0.665,0.351,0.197,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.36,0.0,0.461,1.0,0.455,0.256,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.218,0.0,0.461,0.987,0.416,0.234,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.017,0.012,0.461,0.863,0.338,0.19,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.0,0.398,0.461,0.89,0.437,0.246,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.572,0.0,0.461,1.0,0.508,0.286,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,68.8,0.376,0.149,0.0,0.461,1.0,0.402,0.151,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.914,0.0,0.461,1.0,0.594,0.334,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.88,0.0,0.461,1.0,0.585,0.329,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.014,0.0,0.461,1.0,0.369,0.207,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.273,0.0,0.461,0.951,0.421,0.237,Baja,FAO,Rio Aconcagua
