nom_humed,region,comuna,tipo,poly_area,shape_area,cod_humed,FID,cut_reg,recent_v2_mm,anomaly_v2_pct,z_v2,pctl_empirico,factor_correccion,clim_om_mean_mm,twi,expo_topo,expo_met,expo_comp_w30,expo_comp_w50,expo_comp_w70,en_p90,alta_robusta
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.860415494679,8599.99650001,,81738,5,116.9,69.7,0.77,77.3,0.471,68.9,4.95,0.058,0.546,0.204,0.302,0.4,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.770385590959,7700.0045,,81739,5,116.9,69.7,0.77,77.3,0.471,68.9,7.27,0.328,0.546,0.393,0.437,0.481,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.970470831587,9699.99750001,,81740,5,116.9,69.7,0.77,77.3,0.471,68.9,6.24,0.207,0.546,0.309,0.376,0.444,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.92096456177,19200.007,,81741,5,124.8,49.7,0.55,72.7,0.477,83.35,12.82,0.974,0.454,0.818,0.714,0.61,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.72039961173,7199.99550001,,81742,5,124.8,49.7,0.55,72.7,0.477,83.35,4.55,0.011,0.454,0.144,0.232,0.321,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.01050897095,10099.9975,,81743,5,124.8,49.7,0.55,72.7,0.477,83.35,5.81,0.158,0.454,0.247,0.306,0.365,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.570279858135,5699.998,,81744,5,116.9,69.7,0.77,77.3,0.471,68.9,7.3,0.331,0.546,0.395,0.438,0.482,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.90094887421,19000.0045,,81745,5,116.9,69.7,0.77,77.3,0.471,68.9,7.37,0.339,0.546,0.401,0.442,0.484,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.64031978273,6399.998,,81746,5,116.9,69.7,0.77,77.3,0.471,68.9,4.92,0.054,0.546,0.202,0.3,0.398,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.770384124919,7700.00149999,,81747,5,116.9,69.7,0.77,77.3,0.471,68.9,4.83,0.043,0.546,0.194,0.295,0.395,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,3.63181843834,36299.9905,,81748,5,116.9,69.7,0.77,77.3,0.471,68.9,7.41,0.345,0.546,0.405,0.446,0.486,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.701642825976,7012.53298815,,81749,5,124.8,49.7,0.55,72.7,0.477,83.35,10.01,0.647,0.454,0.589,0.55,0.512,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.8749931876,18740.7168317,,81750,5,116.9,69.7,0.77,77.3,0.471,68.9,7.45,0.349,0.546,0.408,0.448,0.487,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,21.6487344844,216379.836832,,81751,5,116.9,69.7,0.77,77.3,0.471,68.9,6.37,0.223,0.546,0.32,0.384,0.449,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.59422012943,15934.3973087,,81752,5,116.9,69.7,0.77,77.3,0.471,68.9,7.19,0.319,0.546,0.387,0.432,0.478,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.67671314498,16757.8511584,,81753,5,124.8,49.7,0.55,72.7,0.477,83.35,7.23,0.323,0.454,0.362,0.388,0.415,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.908070613619,9076.24659378,,81754,5,116.9,69.7,0.77,77.3,0.471,68.9,11.57,0.829,0.546,0.744,0.688,0.631,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,12.295476362,122899.994,,81755,5,116.9,69.7,0.77,77.3,0.471,68.9,6.19,0.202,0.546,0.305,0.374,0.443,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.363655241621,3634.55915067,,81756,5,123.0,47.6,0.53,72.7,0.47,83.35,8.36,0.455,0.454,0.455,0.454,0.454,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.510227729213,5100.001,,81757,5,109.9,59.5,0.66,77.3,0.46,68.9,6.66,0.256,0.546,0.343,0.401,0.459,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.29122585736,22900.0055,,81758,5,123.0,47.6,0.53,72.7,0.47,83.35,6.3,0.215,0.454,0.287,0.334,0.382,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.41244935706,4122.24342494,,81759,5,123.0,47.6,0.53,72.7,0.47,83.35,4.37,0.0,0.454,0.136,0.227,0.318,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,8.90394985815,89000.003,,81760,5,70.1,42.0,0.47,72.7,0.446,49.37,5.77,0.153,0.454,0.243,0.304,0.364,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.570309807145,5699.9975,,81761,5,123.0,47.6,0.53,72.7,0.47,83.35,7.2,0.32,0.454,0.36,0.387,0.414,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.05109221531,20499.9995,,81762,5,123.0,47.6,0.53,72.7,0.47,83.35,9.8,0.622,0.454,0.572,0.538,0.504,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.82098583664,18199.997,,81763,5,123.0,47.6,0.53,72.7,0.47,83.35,8.64,0.487,0.454,0.477,0.471,0.464,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.710383287921,7099.999,,81764,5,123.0,47.6,0.53,72.7,0.47,83.35,8.57,0.48,0.454,0.472,0.467,0.462,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.37776328398,13770.1421765,,81765,5,123.0,47.6,0.53,72.7,0.47,83.35,10.54,0.709,0.454,0.632,0.582,0.53,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.880470777473,8800.0025,,81766,5,123.0,47.6,0.53,72.7,0.47,83.35,7.01,0.297,0.454,0.344,0.376,0.407,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,6.94378641948,69400.0175,,81767,5,123.0,47.6,0.53,72.7,0.47,83.35,10.54,0.709,0.454,0.632,0.582,0.53,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.870392639177,8700.00299998,,81768,5,109.9,59.5,0.66,77.3,0.46,68.9,4.15,0.0,0.546,0.164,0.273,0.382,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.4576829833,14568.9093727,,81769,5,123.0,47.6,0.53,72.7,0.47,83.35,5.46,0.117,0.454,0.218,0.286,0.353,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,3.36183376679,33600.0045,,81770,5,123.0,47.6,0.53,72.7,0.47,83.35,4.71,0.03,0.454,0.157,0.242,0.327,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.05092353589,20500.0105,,81771,5,109.9,59.5,0.66,77.3,0.46,68.9,4.69,0.026,0.546,0.182,0.286,0.39,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.65074497794,16499.997,,81772,5,109.9,59.5,0.66,77.3,0.46,68.9,4.83,0.043,0.546,0.194,0.295,0.395,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.25120264882,22500.0045,,81773,5,123.0,47.6,0.53,72.7,0.47,83.35,7.27,0.328,0.454,0.366,0.391,0.416,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.26100770048,22599.9935,,81774,5,109.9,59.5,0.66,77.3,0.46,68.9,4.94,0.057,0.546,0.204,0.302,0.399,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,4.22835837514,42260.6665912,,81775,5,123.0,47.6,0.53,72.7,0.47,83.35,8.4,0.46,0.454,0.458,0.457,0.456,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.640285375402,6400.00499999,,81776,5,109.9,59.5,0.66,77.3,0.46,68.9,4.99,0.062,0.546,0.207,0.304,0.401,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.740368067655,7399.99350003,,81777,5,109.9,59.5,0.66,77.3,0.46,68.9,5.81,0.158,0.546,0.274,0.352,0.43,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.8709365946,18700.0025,,81778,5,109.9,59.5,0.66,77.3,0.46,68.9,7.16,0.315,0.546,0.384,0.43,0.477,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.70090654864,17000.0005,,81779,5,123.0,47.6,0.53,72.7,0.47,83.35,11.5,0.821,0.454,0.711,0.638,0.564,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.710316558898,7100.001,,81780,5,109.9,59.5,0.66,77.3,0.46,68.9,5.44,0.114,0.546,0.244,0.33,0.416,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.890472747356,8899.99749999,,81781,5,123.0,47.6,0.53,72.7,0.47,83.35,4.99,0.062,0.454,0.18,0.258,0.336,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.610301420238,6100.004,,81782,5,109.9,59.5,0.66,77.3,0.46,68.9,9.04,0.535,0.546,0.538,0.54,0.543,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.690343248842,6900.00049999,,81783,5,109.9,59.5,0.66,77.3,0.46,68.9,6.09,0.19,0.546,0.297,0.368,0.439,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.570255978676,5699.99500002,,81784,5,109.9,59.5,0.66,77.3,0.46,68.9,4.89,0.05,0.546,0.199,0.298,0.397,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.28068075605,12800.01,,81785,5,123.0,47.6,0.53,72.7,0.47,83.35,6.64,0.254,0.454,0.314,0.354,0.394,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,3.20227470056,32006.9539514,,81786,5,109.9,59.5,0.66,77.3,0.46,68.9,8.78,0.504,0.546,0.517,0.525,0.533,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,9.06403501296,90600.0105,,81787,5,70.1,42.0,0.47,72.7,0.446,49.37,4.94,0.056,0.454,0.175,0.255,0.335,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.760339879394,7600.00249999,,81788,5,109.9,59.5,0.66,77.3,0.46,68.9,5.71,0.146,0.546,0.266,0.346,0.426,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.990495828658,9899.99550002,,81789,5,109.9,59.5,0.66,77.3,0.46,68.9,5.86,0.163,0.546,0.278,0.355,0.431,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.580309317795,5800.00749999,,81790,5,123.0,47.6,0.53,72.7,0.47,83.35,5.47,0.118,0.454,0.219,0.286,0.353,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.20116918448,21999.9955,,81791,5,123.0,47.6,0.53,72.7,0.47,83.35,10.19,0.669,0.454,0.604,0.562,0.518,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.550271414222,5500.00150001,,81792,5,109.9,59.5,0.66,77.3,0.46,68.9,7.98,0.411,0.546,0.451,0.479,0.505,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.4707269871,14700.0005,,81793,5,109.9,59.5,0.66,77.3,0.46,68.9,7.16,0.315,0.546,0.384,0.43,0.477,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.93155854104,29299.998,,81794,5,123.0,47.6,0.53,72.7,0.47,83.35,6.02,0.182,0.454,0.264,0.318,0.372,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.54135497356,25400.002,,81795,5,123.0,47.6,0.53,72.7,0.47,83.35,6.29,0.214,0.454,0.286,0.334,0.382,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.600296393279,6000.002,,81796,5,109.9,59.5,0.66,77.3,0.46,68.9,5.6,0.133,0.546,0.257,0.34,0.422,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.890438201219,8900.001,,81797,5,109.9,59.5,0.66,77.3,0.46,68.9,8.4,0.46,0.546,0.486,0.503,0.52,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.02054421755,10199.9945,,81798,5,123.0,47.6,0.53,72.7,0.47,83.35,5.21,0.087,0.454,0.197,0.27,0.344,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,64.7452703611,647106.373447,,81799,5,123.0,47.6,0.53,72.7,0.47,83.35,7.81,0.391,0.454,0.41,0.422,0.435,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.750370275325,7500.00099999,,81800,5,109.9,59.5,0.66,77.3,0.46,68.9,8.26,0.444,0.546,0.475,0.495,0.515,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.680362404475,6800.001,,81801,5,123.0,47.6,0.53,72.7,0.47,83.35,7.49,0.353,0.454,0.383,0.403,0.424,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,42.6323607139,426094.35151,,81802,5,123.0,47.6,0.53,72.7,0.47,83.35,11.83,0.859,0.454,0.737,0.656,0.576,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.500246008052,4999.997,,81803,5,109.9,59.5,0.66,77.3,0.46,68.9,5.29,0.097,0.546,0.232,0.322,0.411,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.76094422353,17600.001,,81804,5,123.0,47.6,0.53,72.7,0.47,83.35,5.49,0.12,0.454,0.22,0.287,0.354,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.28069292179,12799.9995,,81805,5,123.0,47.6,0.53,72.7,0.47,83.35,8.6,0.483,0.454,0.474,0.468,0.463,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.459395467522,4591.47436888,,81806,5,123.0,47.6,0.53,72.7,0.47,83.35,7.67,0.374,0.454,0.398,0.414,0.43,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.6639685044,6635.99,,81807,5,128.6,54.3,0.6,72.7,0.477,83.35,6.21,0.204,0.454,0.279,0.329,0.379,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.72083981655,17200.0195,,81808,5,109.9,59.5,0.66,77.3,0.46,68.9,11.46,0.816,0.546,0.735,0.681,0.627,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,6.78363221009,67799.9865,,81809,5,123.0,47.6,0.53,72.7,0.47,83.35,8.11,0.425,0.454,0.434,0.44,0.445,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.01027292296,20091.8759688,,81810,5,123.0,47.6,0.53,72.7,0.47,83.35,18.17,1.0,0.454,0.836,0.727,0.618,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.520281878995,5199.9985,,81811,5,123.0,47.6,0.53,72.7,0.47,83.35,7.82,0.392,0.454,0.411,0.423,0.435,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.780422526581,7799.997,,81812,5,123.0,47.6,0.53,72.7,0.47,83.35,8.25,0.441,0.454,0.445,0.448,0.45,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.72146556855,27199.9995,,81813,5,123.0,47.6,0.53,72.7,0.47,83.35,7.04,0.3,0.454,0.346,0.377,0.408,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.56125485471,25600.0025,,81814,5,109.9,59.5,0.66,77.3,0.46,68.9,5.6,0.133,0.546,0.257,0.34,0.422,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.977364645239,9768.35709512,,81815,5,123.0,47.6,0.53,72.7,0.47,83.35,10.25,0.676,0.454,0.609,0.565,0.521,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,14.5661564389,145582.490261,,81816,5,123.0,47.6,0.53,72.7,0.47,83.35,4.76,0.035,0.454,0.161,0.244,0.328,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.570308565468,5699.99450001,,81817,5,123.0,47.6,0.53,72.7,0.47,83.35,5.03,0.067,0.454,0.183,0.26,0.338,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,4.59238021861,45899.99,,81818,5,123.0,47.6,0.53,72.7,0.47,83.35,4.36,0.0,0.454,0.136,0.227,0.318,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.52079218923,15200.0025,,81819,5,123.0,47.6,0.53,72.7,0.47,83.35,6.33,0.218,0.454,0.289,0.336,0.383,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.590322095742,5900.00449999,,81820,5,123.0,47.6,0.53,72.7,0.47,83.35,6.21,0.204,0.454,0.279,0.329,0.379,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,3.11162505484,31100.003,,81821,5,123.0,47.6,0.53,72.7,0.47,83.35,6.06,0.186,0.454,0.266,0.32,0.374,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.63034310098,6299.998,,81822,5,123.0,47.6,0.53,72.7,0.47,83.35,6.59,0.248,0.454,0.31,0.351,0.392,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.55084580805,15499.992,,81823,5,123.0,47.6,0.53,72.7,0.47,83.35,5.31,0.099,0.454,0.206,0.276,0.348,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.04107162849,20400.0005,,81824,5,123.0,47.6,0.53,72.7,0.47,83.35,10.2,0.669,0.454,0.604,0.562,0.518,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.12061001197,11200.0025,,81825,5,123.0,47.6,0.53,72.7,0.47,83.35,6.65,0.255,0.454,0.315,0.355,0.394,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.550289980591,5500.001,,81826,5,123.0,47.6,0.53,72.7,0.47,83.35,8.21,0.437,0.454,0.442,0.446,0.449,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.850479667385,8500.0035,,81827,5,128.6,54.3,0.6,72.7,0.477,83.35,5.13,0.078,0.454,0.191,0.266,0.341,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.259530001961,2593.88002666,,81828,5,123.0,47.6,0.53,72.7,0.47,83.35,8.25,0.442,0.454,0.446,0.448,0.45,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.836234647128,8357.76052735,,81829,5,123.0,47.6,0.53,72.7,0.47,83.35,8.56,0.478,0.454,0.471,0.466,0.461,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.50958447346,15087.5711253,,81830,5,123.0,47.6,0.53,72.7,0.47,83.35,6.34,0.22,0.454,0.29,0.337,0.384,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.57088679564,15700.001,,81831,5,128.6,54.3,0.6,72.7,0.477,83.35,11.13,0.778,0.454,0.681,0.616,0.551,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.720395900178,7200.00249999,,81832,5,123.0,47.6,0.53,72.7,0.47,83.35,5.53,0.125,0.454,0.224,0.29,0.355,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.900489691752,9000.00150001,,81833,5,123.0,47.6,0.53,72.7,0.47,83.35,6.96,0.291,0.454,0.34,0.372,0.405,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.01120230591,20100.8971443,,81834,5,123.0,47.6,0.53,72.7,0.47,83.35,6.49,0.236,0.454,0.301,0.345,0.389,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.930512750534,9299.99800002,,81835,5,123.0,47.6,0.53,72.7,0.47,83.35,6.59,0.248,0.454,0.31,0.351,0.392,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.268859022614,2687.10004128,,81836,5,128.6,54.3,0.6,72.7,0.477,83.35,6.16,0.198,0.454,0.275,0.326,0.377,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.54140371409,25399.997,,81837,5,123.0,47.6,0.53,72.7,0.47,83.35,6.05,0.186,0.454,0.266,0.32,0.374,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,11.4935949399,114875.196318,,81838,5,123.0,47.6,0.53,72.7,0.47,83.35,5.68,0.142,0.454,0.236,0.298,0.36,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.56084689679,15600.0005,,81839,5,123.0,47.6,0.53,72.7,0.47,83.35,8.9,0.518,0.454,0.499,0.486,0.473,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.80149950053,27999.999,,81840,5,123.0,47.6,0.53,72.7,0.47,83.35,4.61,0.017,0.454,0.148,0.236,0.323,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.19063170553,11900.0065,,81841,5,123.0,47.6,0.53,72.7,0.47,83.35,8.73,0.498,0.454,0.485,0.476,0.467,False,False
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.38070386201,13800.0015,,81842,5,123.0,47.6,0.53,72.7,0.47,83.35,9.31,0.566,0.454,0.532,0.51,0.488,False,False
